Date,StockCode,Author,Channel,Content,Sentiment,SentimentScore
2025-05-25,,investor_543,Facebook Group,"Thị trường xấu quá,  bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.943
2025-05-25,,investor_160,Facebook Group,"Hôm nay là ngày giao dịch không hưởng quyền của , giá điều chỉnh kỹ thuật.",Neutral,0.216
2025-05-25,,investor_913,24hMoney,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.893
2025-05-25,,investor_276,FireAnt,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.289
2025-05-26,,investor_928,F319,"Chỉ báo MACD của  phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.214
2025-05-26,,investor_761,F319,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.873
2025-05-26,,investor_175,Facebook Group,"Áp lực chốt lời ngắn hạn đối với  đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.381
2025-05-26,,investor_556,F319,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.687
2025-05-27,,investor_594,24hMoney,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.825
2025-05-27,,investor_696,FireAnt,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.574
2025-05-27,,investor_857,F319,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã .,Neutral,0.366
2025-05-27,,investor_598,FireAnt,"Lệnh to vào quét sạch lệnh bán của , chuẩn bị đón cây CE rực rỡ!",Positive,0.686
2025-05-27,,investor_773,F319,"Dòng tiền lớn đã nhập cuộc , mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.786
2025-05-27,,investor_346,Facebook Group,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.64
2025-05-27,,investor_683,Facebook Group,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.605
2025-05-28,,investor_118,Facebook Group,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.839
2025-05-28,,investor_453,Facebook Group,"Hôm nay  đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,0.314
2025-05-28,,investor_344,24hMoney,"Hôm nay  đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,0.239
2025-05-28,,investor_381,F319,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.581
2025-05-28,,investor_550,Facebook Group,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.676
2025-05-28,,investor_852,FireAnt,"Hôm nay  đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,0.461
2025-05-28,,investor_306,F319,"Mã  đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,-0.059
2025-05-29,,investor_921,24hMoney,"Xu hướng tăng trung dài hạn của  không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.822
2025-05-29,,investor_697,24hMoney,Tỷ lệ đòn bẩy margin của  tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,0.344
2025-05-29,,investor_844,Facebook Group,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.557
2025-05-29,,investor_528,Facebook Group,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.583
2025-05-29,,investor_331,FireAnt,"Xu hướng tăng trung dài hạn của  không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.534
2025-05-29,,investor_747,FireAnt,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.779
2025-05-29,,investor_391,Facebook Group,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.582
2025-05-30,,investor_933,F319,Chờ đợi báo cáo tài chính kiểm toán của  để đánh giá chính xác hơn.,Neutral,0.479
2025-05-30,,investor_320,Facebook Group,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.586
2025-05-30,,investor_793,FireAnt,"Dòng tiền lớn đã nhập cuộc , mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.701
2025-05-30,,investor_606,24hMoney,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.531
2025-05-30,,investor_161,24hMoney,Chờ đợi báo cáo tài chính kiểm toán của  để đánh giá chính xác hơn.,Neutral,0.287
2025-05-30,,investor_416,24hMoney,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.502
2025-05-31,,investor_467,F319,"Hôm nay là ngày giao dịch không hưởng quyền của , giá điều chỉnh kỹ thuật.",Neutral,0.151
2025-05-31,,investor_820,Facebook Group,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.805
2025-05-31,,investor_191,F319,"Mức P/E của  hiện tại ở mức 18.5, tương đương mức định giá trung bình ngành.",Neutral,0.266
2025-06-01,,investor_998,F319,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.571
2025-06-01,,investor_856,FireAnt,"Hôm nay là ngày giao dịch không hưởng quyền của , giá điều chỉnh kỹ thuật.",Neutral,0.425
2025-06-01,,investor_627,24hMoney,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã .,Neutral,0.081
2025-06-01,,investor_705,FireAnt,Chờ đợi báo cáo tài chính kiểm toán của  để đánh giá chính xác hơn.,Neutral,0.009
2025-06-01,,investor_435,F319,"Tây xả ròng rã cả tuần,  gãy trend tăng ngắn hạn rồi.",Negative,-0.524
2025-06-01,,investor_957,Facebook Group,"Mã  đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,-0.021
2025-06-02,,investor_905,F319,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.588
2025-06-02,,investor_784,24hMoney,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.923
2025-06-02,,investor_889,FireAnt,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.813
2025-06-02,,investor_579,Facebook Group,"Thị trường chung đang giằng co,  dao động trong biên độ hẹp 1-2%.",Neutral,0.381
2025-06-03,,investor_303,F319,"Thị trường chung đang giằng co,  dao động trong biên độ hẹp 1-2%.",Neutral,0.356
2025-06-03,,investor_169,F319,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.514
2025-06-03,,investor_927,24hMoney,"Chỉ báo MACD của  phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.746
2025-06-03,,investor_155,FireAnt,"Áp lực chốt lời ngắn hạn đối với  đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.292
2025-06-03,,investor_554,24hMoney,"Chỉ báo MACD của  phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.677
2025-06-03,,investor_430,F319,Thảo luận về tiềm năng mảng bán lẻ viễn thông của  trong giai đoạn tới.,Neutral,-0.044
2025-06-03,,investor_751,Facebook Group,"Thị trường chung đang giằng co,  dao động trong biên độ hẹp 1-2%.",Neutral,-0.06
2025-06-03,,investor_557,Facebook Group,"Chỉ báo MACD của  phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.277
2025-06-04,,investor_902,24hMoney,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.757
2025-06-04,,investor_607,24hMoney,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.237
2025-06-04,,investor_213,F319,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.507
2025-06-04,,investor_614,24hMoney,"Mã  đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,-0.077
2025-06-04,,investor_636,24hMoney,"Dòng tiền lớn đã nhập cuộc , mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.681
2025-06-04,,investor_549,FireAnt,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng  bảo toàn vốn.",Negative,-0.314
2025-06-04,,investor_954,24hMoney,"Dòng tiền lớn đã nhập cuộc , mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.76
2025-06-05,,investor_290,Facebook Group,"Chỉ báo MACD của  phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.663
2025-06-05,,investor_857,F319,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.699
2025-06-05,,investor_254,Facebook Group,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.923
2025-06-05,,investor_376,24hMoney,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng  bảo toàn vốn.",Negative,-0.858
2025-06-05,,investor_281,FireAnt,Tỷ lệ đòn bẩy margin của  tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,0.308
2025-06-06,,investor_292,Facebook Group,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.786
2025-06-06,,investor_820,F319,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.519
2025-06-06,,investor_211,F319,Khối ngoại quay đầu bán ròng  hơn 100 tỷ trong phiên sáng.,Negative,-0.899
2025-06-06,,investor_217,24hMoney,Thảo luận về tiềm năng mảng bán lẻ viễn thông của  trong giai đoạn tới.,Neutral,0.313
2025-06-06,,investor_189,FireAnt,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.5
2025-06-06,,investor_841,FireAnt,"Áp lực chốt lời ngắn hạn đối với  đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.459
2025-06-06,,investor_975,24hMoney,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.46
2025-06-06,,investor_820,24hMoney,Thảo luận về tiềm năng mảng bán lẻ viễn thông của  trong giai đoạn tới.,Neutral,0.315
2025-06-07,,investor_846,Facebook Group,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.208
2025-06-07,,investor_254,F319,Thảo luận về tiềm năng mảng bán lẻ viễn thông của  trong giai đoạn tới.,Neutral,0.476
2025-06-07,,investor_278,24hMoney,"Áp lực chốt lời ngắn hạn đối với  đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.207
2025-06-07,,investor_924,24hMoney,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.811
2025-06-07,,investor_375,24hMoney,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.298
2025-06-07,,investor_884,24hMoney,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.939
2025-06-08,,investor_197,FireAnt,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng  bảo toàn vốn.",Negative,-0.879
2025-06-08,,investor_149,FireAnt,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.576
2025-06-08,,investor_584,24hMoney,"Tây xả ròng rã cả tuần,  gãy trend tăng ngắn hạn rồi.",Negative,-0.887
2025-06-08,,investor_683,24hMoney,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.312
2025-06-09,,investor_192,FireAnt,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.859
2025-06-09,,investor_519,F319,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.872
2025-06-09,,investor_185,24hMoney,"Lệnh to vào quét sạch lệnh bán của , chuẩn bị đón cây CE rực rỡ!",Positive,0.939
2025-06-09,,investor_994,24hMoney,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.654
2025-06-09,,investor_110,24hMoney,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.718
2025-06-09,,investor_365,24hMoney,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã .,Neutral,-0.008
2025-06-10,,investor_244,F319,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.501
2025-06-10,,investor_538,FireAnt,"Xu hướng tăng trung dài hạn của  không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.638
2025-06-10,,investor_188,24hMoney,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.664
2025-06-10,,investor_498,FireAnt,"Hôm nay  đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,0.485
2025-06-10,,investor_624,F319,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.742
2025-06-10,,investor_181,F319,"Hôm nay là ngày giao dịch không hưởng quyền của , giá điều chỉnh kỹ thuật.",Neutral,0.455
2025-06-10,,investor_310,24hMoney,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã .,Neutral,0.191
2025-06-10,,investor_538,Facebook Group,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.887
2025-06-11,,investor_976,F319,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.731
2025-06-11,,investor_287,FireAnt,"Chỉ báo MACD của  phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.521
2025-06-11,,investor_650,24hMoney,"Thị trường xấu quá,  bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.612
2025-06-11,,investor_290,FireAnt,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.798
2025-06-11,,investor_511,Facebook Group,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng  bảo toàn vốn.",Negative,-0.811
2025-06-11,,investor_707,F319,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.872
2025-06-12,,investor_105,FireAnt,"Áp lực chốt lời ngắn hạn đối với  đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.47
2025-06-12,,investor_926,Facebook Group,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.923
2025-06-12,,investor_444,Facebook Group,"Thị trường chung đang giằng co,  dao động trong biên độ hẹp 1-2%.",Neutral,0.099
2025-06-12,,investor_695,Facebook Group,"Lệnh to vào quét sạch lệnh bán của , chuẩn bị đón cây CE rực rỡ!",Positive,0.598
2025-06-12,,investor_375,24hMoney,Chờ đợi báo cáo tài chính kiểm toán của  để đánh giá chính xác hơn.,Neutral,0.343
2025-06-12,,investor_996,Facebook Group,"Hôm nay  đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,-0.01
2025-06-12,,investor_830,F319,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.632
2025-06-12,,investor_573,Facebook Group,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng  bảo toàn vốn.",Negative,-0.438
2025-06-13,,investor_800,24hMoney,Tỷ lệ đòn bẩy margin của  tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,-0.096
2025-06-13,,investor_385,Facebook Group,"Hôm nay  đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,0.349
2025-06-13,,investor_193,FireAnt,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.634
2025-06-13,,investor_723,Facebook Group,"Ban lãnh đạo  công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.514
2025-06-13,,investor_279,FireAnt,Tỷ lệ đòn bẩy margin của  tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,0.034
2025-06-14,,investor_516,F319,"Thị trường chung đang giằng co,  dao động trong biên độ hẹp 1-2%.",Neutral,-0.07
2025-06-14,,investor_143,Facebook Group,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.878
2025-06-14,,investor_336,FireAnt,"Hôm nay  đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,0.027
2025-06-14,,investor_289,24hMoney,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng  bảo toàn vốn.",Negative,-0.791
2025-06-14,,investor_238,Facebook Group,"Dòng tiền lớn đã nhập cuộc , mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.861
2025-06-14,,investor_832,F319,"Lệnh to vào quét sạch lệnh bán của , chuẩn bị đón cây CE rực rỡ!",Positive,0.848
2025-06-15,,investor_713,F319,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.171
2025-06-15,,investor_332,F319,Thảo luận về tiềm năng mảng bán lẻ viễn thông của  trong giai đoạn tới.,Neutral,0.154
2025-06-15,,investor_248,Facebook Group,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.655
2025-06-15,,investor_767,Facebook Group,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.519
2025-06-15,,investor_127,FireAnt,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã .,Neutral,0.3
2025-06-15,,investor_679,FireAnt,"Thị trường chung đang giằng co,  dao động trong biên độ hẹp 1-2%.",Neutral,0.254
2025-06-15,,investor_368,24hMoney,"Lệnh to vào quét sạch lệnh bán của , chuẩn bị đón cây CE rực rỡ!",Positive,0.627
2025-06-16,,investor_799,FireAnt,"Mức P/E của  hiện tại ở mức 18.5, tương đương mức định giá trung bình ngành.",Neutral,0.317
2025-06-16,,investor_795,Facebook Group,Thảo luận về tiềm năng mảng bán lẻ viễn thông của  trong giai đoạn tới.,Neutral,0.064
2025-06-16,,investor_907,F319,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.875
2025-06-16,,investor_469,24hMoney,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.794
2025-06-17,,investor_687,Facebook Group,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.542
2025-06-17,,investor_610,FireAnt,"Xu hướng tăng trung dài hạn của  không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.936
2025-06-17,,investor_172,FireAnt,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.502
2025-06-17,,investor_934,24hMoney,"Mã  đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,0.061
2025-06-17,,investor_212,Facebook Group,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.314
2025-06-17,,investor_786,FireAnt,"Lệnh to vào quét sạch lệnh bán của , chuẩn bị đón cây CE rực rỡ!",Positive,0.889
2025-06-17,,investor_570,24hMoney,"Thị trường xấu quá,  bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.65
2025-06-17,,investor_345,F319,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.811
2025-06-18,,investor_951,F319,"Xu hướng tăng trung dài hạn của  không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.654
2025-06-18,,investor_580,24hMoney,"Chỉ báo MACD của  phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.804
2025-06-18,,investor_977,24hMoney,"Lệnh to vào quét sạch lệnh bán của , chuẩn bị đón cây CE rực rỡ!",Positive,0.722
2025-06-18,,investor_988,FireAnt,Thảo luận về tiềm năng mảng bán lẻ viễn thông của  trong giai đoạn tới.,Neutral,0.273
2025-06-19,,investor_190,FireAnt,"Thị trường chỉnh nhưng  vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.52
2025-06-19,,investor_762,24hMoney,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.893
2025-06-19,,investor_279,F319,"Áp lực chốt lời ngắn hạn đối với  đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.614
2025-06-19,,investor_989,F319,"Ban lãnh đạo  công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.614
2025-06-19,,investor_960,F319,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.663
2025-06-19,,investor_459,24hMoney,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.768
2025-06-19,,investor_701,F319,"Mức P/E của  hiện tại ở mức 18.5, tương đương mức định giá trung bình ngành.",Neutral,0.409
2025-06-20,,investor_831,FireAnt,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã .,Neutral,0.231
2025-06-20,,investor_795,Facebook Group,"Hôm nay là ngày giao dịch không hưởng quyền của , giá điều chỉnh kỹ thuật.",Neutral,-0.081
2025-06-20,,investor_687,F319,"Xu hướng tăng trung dài hạn của  không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.552
2025-06-20,,investor_932,F319,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.602
2025-06-20,,investor_434,F319,"Hôm nay là ngày giao dịch không hưởng quyền của , giá điều chỉnh kỹ thuật.",Neutral,0.112
2025-06-21,,investor_801,Facebook Group,Kỳ vọng  sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.658
2025-06-21,,investor_265,F319,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.751
2025-06-21,,investor_465,FireAnt,"Dòng tiền lớn đã nhập cuộc , mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.911
2025-06-21,,investor_608,Facebook Group,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.864
2025-06-21,,investor_774,24hMoney,Thảo luận về tiềm năng mảng bán lẻ viễn thông của  trong giai đoạn tới.,Neutral,0.063
2025-06-21,,investor_506,F319,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.92
2025-06-21,,investor_489,FireAnt,"Thị trường chung đang giằng co,  dao động trong biên độ hẹp 1-2%.",Neutral,0.453
2025-06-21,,investor_884,F319,"Thị trường chung đang giằng co,  dao động trong biên độ hẹp 1-2%.",Neutral,0.265
2025-06-22,,investor_986,Facebook Group,"Thị trường xấu quá,  bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.762
2025-06-22,,investor_436,Facebook Group,"Mã  đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,0.454
2025-06-22,,investor_531,24hMoney,"Lệnh to vào quét sạch lệnh bán của , chuẩn bị đón cây CE rực rỡ!",Positive,0.748
2025-06-22,,investor_426,Facebook Group,"Áp lực chốt lời ngắn hạn đối với  đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.436
2025-06-22,,investor_240,FireAnt,"Thị trường xấu quá,  bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.577
2025-06-22,,investor_907,Facebook Group,"Thị trường chung đang giằng co,  dao động trong biên độ hẹp 1-2%.",Neutral,0.288
2025-06-22,,investor_528,FireAnt,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.908
2025-06-22,,investor_857,24hMoney,"Dòng tiền lớn đã nhập cuộc , mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.896
2025-06-23,,investor_875,Facebook Group,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.641
2025-06-23,,investor_224,F319,Khối ngoại quay đầu bán ròng  hơn 100 tỷ trong phiên sáng.,Negative,-0.18
2025-06-23,,investor_757,FireAnt,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.541
2025-06-23,,investor_270,FireAnt,Chờ đợi báo cáo tài chính kiểm toán của  để đánh giá chính xác hơn.,Neutral,0.153
2025-06-23,,investor_733,F319,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.875
2025-06-24,,investor_387,FireAnt,Công nghệ AI và Cloud của  ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.846
2025-06-24,,investor_556,F319,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.543
2025-06-24,,investor_990,Facebook Group,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.769
2025-06-24,,investor_195,24hMoney,"Mã  kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.503
2025-06-24,,investor_515,FireAnt,"Dòng tiền lớn đã nhập cuộc , mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.605
2025-06-24,,investor_249,24hMoney,"Áp lực chốt lời ngắn hạn đối với  đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.58
2025-06-24,,investor_492,24hMoney,"Mã  đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,0.168
2025-06-24,,investor_212,Facebook Group,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.707
2025-06-25,,investor_146,24hMoney,"Ban lãnh đạo  công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.53
2025-06-25,,investor_336,24hMoney,Chờ đợi báo cáo tài chính kiểm toán của  để đánh giá chính xác hơn.,Neutral,0.146
2025-06-25,,investor_593,FireAnt,"Lệnh to vào quét sạch lệnh bán của , chuẩn bị đón cây CE rực rỡ!",Positive,0.841
2025-06-26,,investor_215,24hMoney,"Dòng tiền lớn đã nhập cuộc , mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.507
2025-06-26,,investor_504,FireAnt,"Ban lãnh đạo  công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.605
2025-06-26,,investor_993,24hMoney,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy  còn khá yếu.",Negative,-0.836
2025-06-26,,investor_153,Facebook Group,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.516
2025-06-26,,investor_582,F319,"Khối ngoại tiếp tục mua ròng mạnh , tự tin nắm giữ trung hạn.",Positive,0.758
