Date,StockCode,Author,Channel,Content,Sentiment,SentimentScore
2025-04-15,FPT,investor_568,Facebook Group,"Khối ngoại tiếp tục mua ròng mạnh FPT, tự tin nắm giữ trung hạn.",Positive,0.62
2025-04-15,FPT,investor_783,F319,"Hôm nay là ngày giao dịch không hưởng quyền của FPT, giá điều chỉnh kỹ thuật.",Neutral,0.049
2025-04-16,FPT,investor_134,F319,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.909
2025-04-16,FPT,investor_400,Facebook Group,Kỳ vọng FPT sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.93
2025-04-16,FPT,investor_758,FireAnt,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.643
2025-04-16,FPT,investor_918,FireAnt,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.577
2025-04-16,FPT,investor_922,Facebook Group,"Thị trường chung đang giằng co, FPT dao động trong biên độ hẹp 1-2%.",Neutral,0.315
2025-04-16,FPT,investor_953,24hMoney,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.605
2025-04-16,FPT,investor_460,F319,"Tây xả ròng rã cả tuần, FPT gãy trend tăng ngắn hạn rồi.",Negative,-0.445
2025-04-17,FPT,investor_672,24hMoney,"Mã FPT kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.614
2025-04-17,FPT,investor_479,FireAnt,"Mã FPT đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,0.435
2025-04-17,FPT,investor_966,24hMoney,"Áp lực chốt lời ngắn hạn đối với FPT đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.672
2025-04-17,FPT,investor_923,F319,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.701
2025-04-17,FPT,investor_289,24hMoney,"Hôm nay FPT đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,-0.097
2025-04-17,FPT,investor_906,F319,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.549
2025-04-17,FPT,investor_462,FireAnt,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.598
2025-04-17,FPT,investor_916,F319,"Chỉ báo MACD của FPT phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.617
2025-04-18,FPT,investor_282,F319,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.655
2025-04-18,FPT,investor_432,Facebook Group,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.804
2025-04-18,FPT,investor_431,24hMoney,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.678
2025-04-19,FPT,investor_400,FireAnt,"Hôm nay FPT đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,0.259
2025-04-19,FPT,investor_252,Facebook Group,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy FPT còn khá yếu.",Negative,-0.26
2025-04-19,FPT,investor_788,Facebook Group,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.823
2025-04-19,FPT,investor_772,Facebook Group,"Thị trường xấu quá, FPT bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.734
2025-04-19,FPT,investor_183,F319,Thảo luận về tiềm năng mảng bán lẻ viễn thông của FPT trong giai đoạn tới.,Neutral,-0.046
2025-04-19,FPT,investor_869,Facebook Group,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.536
2025-04-19,FPT,investor_942,F319,"Mã FPT đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,0.281
2025-04-20,FPT,investor_476,Facebook Group,Tỷ lệ đòn bẩy margin của FPT tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,-0.018
2025-04-20,FPT,investor_728,FireAnt,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.342
2025-04-20,FPT,investor_357,F319,Thảo luận về tiềm năng mảng bán lẻ viễn thông của FPT trong giai đoạn tới.,Neutral,0.389
2025-04-20,FPT,investor_410,F319,"Hôm nay FPT đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,0.214
2025-04-21,FPT,investor_322,F319,"Tây xả ròng rã cả tuần, FPT gãy trend tăng ngắn hạn rồi.",Negative,-0.271
2025-04-21,FPT,investor_537,Facebook Group,"Hôm nay là ngày giao dịch không hưởng quyền của FPT, giá điều chỉnh kỹ thuật.",Neutral,0.285
2025-04-21,FPT,investor_172,F319,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.803
2025-04-21,FPT,investor_965,24hMoney,"Thị trường xấu quá, FPT bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.454
2025-04-22,FPT,investor_162,Facebook Group,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.761
2025-04-22,FPT,investor_924,FireAnt,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.762
2025-04-22,FPT,investor_389,24hMoney,"Mức P/E của FPT hiện tại ở mức 18.5, tương đương mức định giá trung bình ngành.",Neutral,0.306
2025-04-22,FPT,investor_667,F319,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.791
2025-04-22,FPT,investor_543,FireAnt,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.57
2025-04-23,FPT,investor_980,FireAnt,"Mã FPT kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.674
2025-04-23,FPT,investor_727,24hMoney,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy FPT còn khá yếu.",Negative,-0.504
2025-04-23,FPT,investor_724,F319,"Thị trường xấu quá, FPT bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.569
2025-04-23,FPT,investor_542,Facebook Group,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy FPT còn khá yếu.",Negative,-0.758
2025-04-23,FPT,investor_529,FireAnt,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.627
2025-04-23,FPT,investor_917,FireAnt,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.602
2025-04-24,FPT,investor_584,FireAnt,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.72
2025-04-24,FPT,investor_134,Facebook Group,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.93
2025-04-24,FPT,investor_468,F319,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.948
2025-04-24,FPT,investor_208,24hMoney,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.933
2025-04-24,FPT,investor_588,F319,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.744
2025-04-25,FPT,investor_998,FireAnt,"Mức P/E của FPT hiện tại ở mức 18.5, tương đương mức định giá trung bình ngành.",Neutral,0.35
2025-04-25,FPT,investor_596,F319,Khối ngoại quay đầu bán ròng FPT hơn 100 tỷ trong phiên sáng.,Negative,-0.354
2025-04-25,FPT,investor_935,Facebook Group,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.622
2025-04-25,FPT,investor_210,FireAnt,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.762
2025-04-25,FPT,investor_198,24hMoney,"Mã FPT kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.681
2025-04-25,FPT,investor_861,Facebook Group,Kỳ vọng FPT sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.647
2025-04-25,FPT,investor_756,F319,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.678
2025-04-26,FPT,investor_216,FireAnt,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.839
2025-04-26,FPT,investor_760,FireAnt,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã FPT.,Neutral,0.215
2025-04-26,FPT,investor_283,24hMoney,"Hôm nay FPT đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,-0.026
2025-04-26,FPT,investor_628,Facebook Group,Công nghệ AI và Cloud của FPT ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.516
2025-04-26,FPT,investor_963,FireAnt,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.941
2025-04-26,FPT,investor_686,F319,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã FPT.,Neutral,0.121
2025-04-27,FPT,investor_598,FireAnt,Tỷ lệ đòn bẩy margin của FPT tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,0.128
2025-04-27,FPT,investor_703,Facebook Group,Chờ đợi báo cáo tài chính kiểm toán của FPT để đánh giá chính xác hơn.,Neutral,0.428
2025-04-27,FPT,investor_464,Facebook Group,"Mức P/E của FPT hiện tại ở mức 18.5, tương đương mức định giá trung bình ngành.",Neutral,0.249
2025-04-27,FPT,investor_948,F319,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.549
2025-04-27,FPT,investor_674,FireAnt,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.2
2025-04-27,FPT,investor_819,FireAnt,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.514
2025-04-27,FPT,investor_665,FireAnt,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.809
2025-04-27,FPT,investor_780,24hMoney,"Khối ngoại tiếp tục mua ròng mạnh FPT, tự tin nắm giữ trung hạn.",Positive,0.635
2025-04-28,FPT,investor_118,FireAnt,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.931
2025-04-28,FPT,investor_641,Facebook Group,"Mức P/E của FPT hiện tại ở mức 18.5, tương đương mức định giá trung bình ngành.",Neutral,0.389
2025-04-28,FPT,investor_100,Facebook Group,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.654
2025-04-28,FPT,investor_287,24hMoney,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.839
2025-04-28,FPT,investor_293,Facebook Group,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.207
2025-04-29,FPT,investor_513,Facebook Group,"Thị trường chung đang giằng co, FPT dao động trong biên độ hẹp 1-2%.",Neutral,0.065
2025-04-29,FPT,investor_287,F319,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.657
2025-04-29,FPT,investor_182,Facebook Group,"Chỉ báo MACD của FPT phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.889
2025-04-30,FPT,investor_261,FireAnt,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.535
2025-04-30,FPT,investor_549,FireAnt,"Khối ngoại tiếp tục mua ròng mạnh FPT, tự tin nắm giữ trung hạn.",Positive,0.715
2025-04-30,FPT,investor_394,Facebook Group,"Khối ngoại tiếp tục mua ròng mạnh FPT, tự tin nắm giữ trung hạn.",Positive,0.633
2025-04-30,FPT,investor_666,Facebook Group,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.169
2025-04-30,FPT,investor_420,F319,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.762
2025-04-30,FPT,investor_502,F319,"Hôm nay là ngày giao dịch không hưởng quyền của FPT, giá điều chỉnh kỹ thuật.",Neutral,0.478
2025-04-30,FPT,investor_282,Facebook Group,"Mã FPT kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.842
2025-04-30,FPT,investor_555,FireAnt,"Thị trường xấu quá, FPT bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.569
2025-05-01,FPT,investor_511,FireAnt,Chờ đợi báo cáo tài chính kiểm toán của FPT để đánh giá chính xác hơn.,Neutral,0.211
2025-05-01,FPT,investor_129,Facebook Group,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.275
2025-05-01,FPT,investor_565,24hMoney,Kỳ vọng FPT sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.913
2025-05-01,FPT,investor_859,FireAnt,"Khối ngoại tiếp tục mua ròng mạnh FPT, tự tin nắm giữ trung hạn.",Positive,0.628
2025-05-01,FPT,investor_690,F319,"Hôm nay FPT đi ngang tích lũy quanh vùng hỗ trợ, thanh khoản trung bình.",Neutral,0.06
2025-05-01,FPT,investor_885,24hMoney,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.73
2025-05-02,FPT,investor_875,F319,Chờ đợi báo cáo tài chính kiểm toán của FPT để đánh giá chính xác hơn.,Neutral,-0.063
2025-05-02,FPT,investor_676,Facebook Group,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.923
2025-05-02,FPT,investor_711,FireAnt,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.879
2025-05-02,FPT,investor_297,24hMoney,"Áp lực chốt lời ngắn hạn đối với FPT đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.586
2025-05-02,FPT,investor_797,Facebook Group,"Áp lực chốt lời ngắn hạn đối với FPT đang tăng cao, cẩn trọng đu đỉnh.",Negative,-0.383
2025-05-02,FPT,investor_731,Facebook Group,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.674
2025-05-02,FPT,investor_334,F319,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.575
2025-05-02,FPT,investor_551,Facebook Group,"Mã FPT kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.625
2025-05-03,FPT,investor_822,24hMoney,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.547
2025-05-03,FPT,investor_403,Facebook Group,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.862
2025-05-03,FPT,investor_867,FireAnt,Chờ đợi báo cáo tài chính kiểm toán của FPT để đánh giá chính xác hơn.,Neutral,0.155
2025-05-04,FPT,investor_112,FireAnt,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.524
2025-05-04,FPT,investor_627,F319,Chờ đợi báo cáo tài chính kiểm toán của FPT để đánh giá chính xác hơn.,Neutral,0.145
2025-05-04,FPT,investor_199,F319,Thảo luận về tiềm năng mảng bán lẻ viễn thông của FPT trong giai đoạn tới.,Neutral,0.179
2025-05-04,FPT,investor_827,24hMoney,Tỷ lệ đòn bẩy margin của FPT tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,-0.079
2025-05-04,FPT,investor_248,24hMoney,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã FPT.,Neutral,0.336
2025-05-05,FPT,investor_624,F319,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.901
2025-05-05,FPT,investor_143,Facebook Group,"Chỉ báo MACD của FPT phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.293
2025-05-05,FPT,investor_201,24hMoney,"Chỉ báo MACD của FPT phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.938
2025-05-05,FPT,investor_237,Facebook Group,Tăng trưởng quý này có dấu hiệu chậm lại do chi phí vốn tăng cao.,Negative,-0.354
2025-05-05,FPT,investor_879,FireAnt,"Mã FPT kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.682
2025-05-05,FPT,investor_839,FireAnt,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.826
2025-05-05,FPT,investor_218,24hMoney,"Thị trường chung đang giằng co, FPT dao động trong biên độ hẹp 1-2%.",Neutral,0.3
2025-05-05,FPT,investor_894,FireAnt,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.599
2025-05-06,FPT,investor_773,F319,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.672
2025-05-06,FPT,investor_764,F319,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.508
2025-05-06,FPT,investor_737,24hMoney,Tỷ lệ đòn bẩy margin của FPT tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,0.032
2025-05-06,FPT,investor_746,24hMoney,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.635
2025-05-06,FPT,investor_875,F319,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.93
2025-05-06,FPT,investor_158,24hMoney,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã FPT.,Neutral,0.072
2025-05-06,FPT,investor_709,FireAnt,"Chỉ báo MACD của FPT phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.353
2025-05-07,FPT,investor_615,FireAnt,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.527
2025-05-07,FPT,investor_707,24hMoney,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy FPT còn khá yếu.",Negative,-0.749
2025-05-07,FPT,investor_332,F319,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã FPT.,Neutral,0.468
2025-05-07,FPT,investor_540,FireAnt,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.588
2025-05-07,FPT,investor_366,F319,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.685
2025-05-07,FPT,investor_962,24hMoney,"Tây xả ròng rã cả tuần, FPT gãy trend tăng ngắn hạn rồi.",Negative,-0.416
2025-05-08,FPT,investor_201,24hMoney,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.655
2025-05-08,FPT,investor_785,FireAnt,Tỷ lệ đòn bẩy margin của FPT tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,0.218
2025-05-08,FPT,investor_919,F319,"Thị trường chung đang giằng co, FPT dao động trong biên độ hẹp 1-2%.",Neutral,0.449
2025-05-08,FPT,investor_521,Facebook Group,"Khối ngoại tiếp tục mua ròng mạnh FPT, tự tin nắm giữ trung hạn.",Positive,0.56
2025-05-08,FPT,investor_657,F319,"Hôm nay là ngày giao dịch không hưởng quyền của FPT, giá điều chỉnh kỹ thuật.",Neutral,0.109
2025-05-09,FPT,investor_689,FireAnt,"Khối ngoại tiếp tục mua ròng mạnh FPT, tự tin nắm giữ trung hạn.",Positive,0.863
2025-05-09,FPT,investor_617,F319,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.706
2025-05-09,FPT,investor_820,24hMoney,"Mã FPT kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.904
2025-05-09,FPT,investor_767,24hMoney,"Tây xả ròng rã cả tuần, FPT gãy trend tăng ngắn hạn rồi.",Negative,-0.507
2025-05-09,FPT,investor_351,24hMoney,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.785
2025-05-09,FPT,investor_431,Facebook Group,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.929
2025-05-09,FPT,investor_410,FireAnt,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.914
2025-05-09,FPT,investor_719,Facebook Group,"Thị trường chung đang giằng co, FPT dao động trong biên độ hẹp 1-2%.",Neutral,0.479
2025-05-10,FPT,investor_910,F319,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.157
2025-05-10,FPT,investor_240,FireAnt,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy FPT còn khá yếu.",Negative,-0.138
2025-05-10,FPT,investor_526,Facebook Group,"Mã FPT kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.823
2025-05-10,FPT,investor_953,F319,Chờ đợi báo cáo tài chính kiểm toán của FPT để đánh giá chính xác hơn.,Neutral,0.466
2025-05-10,FPT,investor_647,F319,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.505
2025-05-10,FPT,investor_827,FireAnt,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.748
2025-05-10,FPT,investor_702,FireAnt,Kỳ vọng FPT sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.882
2025-05-11,FPT,investor_839,F319,"Lệnh to vào quét sạch lệnh bán của FPT, chuẩn bị đón cây CE rực rỡ!",Positive,0.681
2025-05-11,FPT,investor_598,F319,"Khối ngoại tiếp tục mua ròng mạnh FPT, tự tin nắm giữ trung hạn.",Positive,0.946
2025-05-11,FPT,investor_934,24hMoney,"Mã FPT kết quả kinh doanh quý này quá xuất sắc, doanh thu tăng trưởng 25%!",Positive,0.842
2025-05-11,FPT,investor_724,Facebook Group,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.515
2025-05-11,FPT,investor_784,24hMoney,Chờ đợi báo cáo tài chính kiểm toán của FPT để đánh giá chính xác hơn.,Neutral,0.111
2025-05-11,FPT,investor_423,F319,"Khối ngoại tiếp tục mua ròng mạnh FPT, tự tin nắm giữ trung hạn.",Positive,0.758
2025-05-11,FPT,investor_727,Facebook Group,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.586
2025-05-12,FPT,investor_989,F319,"Chỉ báo MACD của FPT phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.319
2025-05-12,FPT,investor_832,24hMoney,"Xu hướng tăng trung dài hạn của FPT không thể cản phá, canh rung lắc gia tăng tỷ trọng.",Positive,0.89
2025-05-12,FPT,investor_760,Facebook Group,"Mã FPT đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,0.158
2025-05-12,FPT,investor_402,Facebook Group,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.878
2025-05-13,FPT,investor_890,FireAnt,"Thị trường xấu quá, FPT bị bán lan theo hiệu ứng tâm lý chung.",Negative,-0.598
2025-05-13,FPT,investor_320,24hMoney,"Chỉ báo MACD của FPT phân kỳ âm, cảnh báo rủi ro điều chỉnh ngắn hạn.",Negative,-0.493
2025-05-13,FPT,investor_657,24hMoney,"Thị trường chỉnh nhưng FPT vẫn giữ sắc xanh vững vàng, cổ phiếu kim cương!",Positive,0.649
2025-05-13,FPT,investor_520,F319,"Mã FPT đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,0.115
2025-05-14,FPT,investor_635,24hMoney,"Kỹ thuật tạo mô hình W đẹp tuyệt vời, RSI bứt phá ngưỡng 60, múc thôi.",Positive,0.872
2025-05-14,FPT,investor_532,Facebook Group,Tỷ lệ đòn bẩy margin của FPT tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,-0.011
2025-05-14,FPT,investor_962,FireAnt,"Ban lãnh đạo FPT công bố kế hoạch chia cổ tức tiền mặt 30%, quá uy tín.",Positive,0.631
2025-05-14,FPT,investor_799,FireAnt,Tỷ lệ đòn bẩy margin của FPT tại các công ty chứng khoán vẫn ở mức an toàn.,Neutral,0.214
2025-05-14,FPT,investor_490,Facebook Group,Kỳ vọng FPT sẽ dẫn dắt VN-Index chinh phục mốc 1300 điểm.,Positive,0.825
2025-05-15,FPT,investor_441,Facebook Group,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.697
2025-05-15,FPT,investor_610,24hMoney,"Dòng tiền lớn đã nhập cuộc FPT, mục tiêu vượt đỉnh cũ sớm thôi anh em.",Positive,0.64
2025-05-15,FPT,investor_925,FireAnt,"Mức P/E của FPT hiện tại ở mức 18.5, tương đương mức định giá trung bình ngành.",Neutral,0.401
2025-05-15,FPT,investor_510,Facebook Group,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy FPT còn khá yếu.",Negative,-0.263
2025-05-15,FPT,investor_839,Facebook Group,Công nghệ AI và Cloud của FPT ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.667
2025-05-15,FPT,investor_760,24hMoney,Công nghệ AI và Cloud của FPT ký thêm nhiều hợp đồng triệu đô từ Nhật Bản.,Positive,0.843
2025-05-15,FPT,investor_866,FireAnt,Chờ đợi báo cáo tài chính kiểm toán của FPT để đánh giá chính xác hơn.,Neutral,-0.054
2025-05-15,FPT,investor_604,F319,Khối tự doanh và khối ngoại mua bán cân bằng đối với mã FPT.,Neutral,0.462
2025-05-16,FPT,investor_968,FireAnt,"Thủng mốc hỗ trợ cứng rồi, anh em nên hạ tỷ trọng FPT bảo toàn vốn.",Negative,-0.419
2025-05-16,FPT,investor_903,F319,"Mã FPT đang kiểm tra lại đường MA20, chưa có tín hiệu bứt phá rõ rệt.",Neutral,0.318
2025-05-16,FPT,investor_882,24hMoney,"Thanh khoản sụt giảm nghiêm trọng, lực cầu bắt đáy FPT còn khá yếu.",Negative,-0.255
